Mask,Image
humap_dataset/train/masks/ebe2cbbc92e4_mask.tif,humap_dataset/train/images/ebe2cbbc92e4.tif
humap_dataset/train/masks/7292fe2d34d6_mask.tif,humap_dataset/train/images/7292fe2d34d6.tif
humap_dataset/train/masks/bda6c8ca9d47_mask.tif,humap_dataset/train/images/bda6c8ca9d47.tif
humap_dataset/train/masks/4dae128831ab_mask.tif,humap_dataset/train/images/4dae128831ab.tif
humap_dataset/train/masks/9ce355afb03d_mask.tif,humap_dataset/train/images/9ce355afb03d.tif
humap_dataset/train/masks/94288c56b1d3_mask.tif,humap_dataset/train/images/94288c56b1d3.tif
humap_dataset/train/masks/dde26a95b52c_mask.tif,humap_dataset/train/images/dde26a95b52c.tif
humap_dataset/train/masks/a274c6c324e2_mask.tif,humap_dataset/train/images/a274c6c324e2.tif
humap_dataset/train/masks/6331fd28f6b9_mask.tif,humap_dataset/train/images/6331fd28f6b9.tif
humap_dataset/train/masks/a63fa35aa326_mask.tif,humap_dataset/train/images/a63fa35aa326.tif
humap_dataset/train/masks/96edf6531f2d_mask.tif,humap_dataset/train/images/96edf6531f2d.tif
humap_dataset/train/masks/e9dc6b6c1048_mask.tif,humap_dataset/train/images/e9dc6b6c1048.tif
humap_dataset/train/masks/d2378fe9bcbd_mask.tif,humap_dataset/train/images/d2378fe9bcbd.tif
humap_dataset/train/masks/2296c77d5059_mask.tif,humap_dataset/train/images/2296c77d5059.tif
humap_dataset/train/masks/8c66c89b3e78_mask.tif,humap_dataset/train/images/8c66c89b3e78.tif
humap_dataset/train/masks/014b60dfe193_mask.tif,humap_dataset/train/images/014b60dfe193.tif
humap_dataset/train/masks/a43242dec225_mask.tif,humap_dataset/train/images/a43242dec225.tif
humap_dataset/train/masks/3576fc5288a3_mask.tif,humap_dataset/train/images/3576fc5288a3.tif
humap_dataset/train/masks/f7490ca2f56e_mask.tif,humap_dataset/train/images/f7490ca2f56e.tif
humap_dataset/train/masks/a1e821ead370_mask.tif,humap_dataset/train/images/a1e821ead370.tif
humap_dataset/train/masks/8d24ea45c6b6_mask.tif,humap_dataset/train/images/8d24ea45c6b6.tif
humap_dataset/train/masks/fda1fea47bf0_mask.tif,humap_dataset/train/images/fda1fea47bf0.tif
humap_dataset/train/masks/4995f7836ec4_mask.tif,humap_dataset/train/images/4995f7836ec4.tif
humap_dataset/train/masks/0717863ca2cb_mask.tif,humap_dataset/train/images/0717863ca2cb.tif
humap_dataset/train/masks/5a22624135ab_mask.tif,humap_dataset/train/images/5a22624135ab.tif
humap_dataset/train/masks/2321d0fb53f7_mask.tif,humap_dataset/train/images/2321d0fb53f7.tif
humap_dataset/train/masks/8baf8bd94b2a_mask.tif,humap_dataset/train/images/8baf8bd94b2a.tif
humap_dataset/train/masks/73d99bec414b_mask.tif,humap_dataset/train/images/73d99bec414b.tif
humap_dataset/train/masks/dcd2a14a9980_mask.tif,humap_dataset/train/images/dcd2a14a9980.tif
humap_dataset/train/masks/b2779e7c25cc_mask.tif,humap_dataset/train/images/b2779e7c25cc.tif
humap_dataset/train/masks/f35fa6a4081c_mask.tif,humap_dataset/train/images/f35fa6a4081c.tif
humap_dataset/train/masks/daf9beac4413_mask.tif,humap_dataset/train/images/daf9beac4413.tif
humap_dataset/train/masks/55f4ee4282d3_mask.tif,humap_dataset/train/images/55f4ee4282d3.tif
humap_dataset/train/masks/340bb2293001_mask.tif,humap_dataset/train/images/340bb2293001.tif
humap_dataset/train/masks/6b538126a8ed_mask.tif,humap_dataset/train/images/6b538126a8ed.tif
humap_dataset/train/masks/3e55b753ea46_mask.tif,humap_dataset/train/images/3e55b753ea46.tif
humap_dataset/train/masks/2d0c1b760913_mask.tif,humap_dataset/train/images/2d0c1b760913.tif
humap_dataset/train/masks/2419482dc6e5_mask.tif,humap_dataset/train/images/2419482dc6e5.tif
humap_dataset/train/masks/2136df4a5aeb_mask.tif,humap_dataset/train/images/2136df4a5aeb.tif
humap_dataset/train/masks/adadaeaa3635_mask.tif,humap_dataset/train/images/adadaeaa3635.tif
humap_dataset/train/masks/d0ba005fd935_mask.tif,humap_dataset/train/images/d0ba005fd935.tif
humap_dataset/train/masks/e8ff12a57773_mask.tif,humap_dataset/train/images/e8ff12a57773.tif
humap_dataset/train/masks/4bd662327ca6_mask.tif,humap_dataset/train/images/4bd662327ca6.tif
humap_dataset/train/masks/67f8a3cac4c0_mask.tif,humap_dataset/train/images/67f8a3cac4c0.tif
humap_dataset/train/masks/d70561fbf220_mask.tif,humap_dataset/train/images/d70561fbf220.tif
humap_dataset/train/masks/96b92a29ecbe_mask.tif,humap_dataset/train/images/96b92a29ecbe.tif
humap_dataset/train/masks/c8a7b42da8df_mask.tif,humap_dataset/train/images/c8a7b42da8df.tif
humap_dataset/train/masks/a6d61b2f1699_mask.tif,humap_dataset/train/images/a6d61b2f1699.tif
humap_dataset/train/masks/20113c729fe4_mask.tif,humap_dataset/train/images/20113c729fe4.tif
humap_dataset/train/masks/4a06a2773c1d_mask.tif,humap_dataset/train/images/4a06a2773c1d.tif
humap_dataset/train/masks/850947818ce9_mask.tif,humap_dataset/train/images/850947818ce9.tif
humap_dataset/train/masks/33c05bdf4f71_mask.tif,humap_dataset/train/images/33c05bdf4f71.tif
humap_dataset/train/masks/5c04198743a5_mask.tif,humap_dataset/train/images/5c04198743a5.tif
humap_dataset/train/masks/6e729f084d5b_mask.tif,humap_dataset/train/images/6e729f084d5b.tif
humap_dataset/train/masks/0276eb166cce_mask.tif,humap_dataset/train/images/0276eb166cce.tif
humap_dataset/train/masks/44b7efeac370_mask.tif,humap_dataset/train/images/44b7efeac370.tif
humap_dataset/train/masks/331c34551d3d_mask.tif,humap_dataset/train/images/331c34551d3d.tif
humap_dataset/train/masks/e72945522a29_mask.tif,humap_dataset/train/images/e72945522a29.tif
humap_dataset/train/masks/c9fca5b2635b_mask.tif,humap_dataset/train/images/c9fca5b2635b.tif
humap_dataset/train/masks/09644decc895_mask.tif,humap_dataset/train/images/09644decc895.tif
humap_dataset/train/masks/d3bab0895723_mask.tif,humap_dataset/train/images/d3bab0895723.tif
humap_dataset/train/masks/9d3653466f61_mask.tif,humap_dataset/train/images/9d3653466f61.tif
humap_dataset/train/masks/9a70c2d9e4f4_mask.tif,humap_dataset/train/images/9a70c2d9e4f4.tif
humap_dataset/train/masks/4abba3bf65bb_mask.tif,humap_dataset/train/images/4abba3bf65bb.tif
humap_dataset/train/masks/c4fd3d068713_mask.tif,humap_dataset/train/images/c4fd3d068713.tif
humap_dataset/train/masks/aa7a3333fa55_mask.tif,humap_dataset/train/images/aa7a3333fa55.tif
humap_dataset/train/masks/1423b40ad0dc_mask.tif,humap_dataset/train/images/1423b40ad0dc.tif
humap_dataset/train/masks/b5f0453b4c6d_mask.tif,humap_dataset/train/images/b5f0453b4c6d.tif
humap_dataset/train/masks/8d9f7a1029fd_mask.tif,humap_dataset/train/images/8d9f7a1029fd.tif
humap_dataset/train/masks/9abb800898c5_mask.tif,humap_dataset/train/images/9abb800898c5.tif
humap_dataset/train/masks/2eb70ab73fa9_mask.tif,humap_dataset/train/images/2eb70ab73fa9.tif
humap_dataset/train/masks/b5e5e2970afb_mask.tif,humap_dataset/train/images/b5e5e2970afb.tif
humap_dataset/train/masks/45d6f53ececf_mask.tif,humap_dataset/train/images/45d6f53ececf.tif
humap_dataset/train/masks/ab454ea36b63_mask.tif,humap_dataset/train/images/ab454ea36b63.tif
humap_dataset/train/masks/fd1a6972f9cd_mask.tif,humap_dataset/train/images/fd1a6972f9cd.tif
humap_dataset/train/masks/6d6eefb8eceb_mask.tif,humap_dataset/train/images/6d6eefb8eceb.tif
humap_dataset/train/masks/2e02a3e00059_mask.tif,humap_dataset/train/images/2e02a3e00059.tif
humap_dataset/train/masks/d0badf7ec065_mask.tif,humap_dataset/train/images/d0badf7ec065.tif
humap_dataset/train/masks/8b3a92f16728_mask.tif,humap_dataset/train/images/8b3a92f16728.tif
humap_dataset/train/masks/bb1587775541_mask.tif,humap_dataset/train/images/bb1587775541.tif
humap_dataset/train/masks/f40804ea84e6_mask.tif,humap_dataset/train/images/f40804ea84e6.tif
humap_dataset/train/masks/0667203ecaac_mask.tif,humap_dataset/train/images/0667203ecaac.tif
humap_dataset/train/masks/041b985201d6_mask.tif,humap_dataset/train/images/041b985201d6.tif
humap_dataset/train/masks/8cb7d2ef7d2c_mask.tif,humap_dataset/train/images/8cb7d2ef7d2c.tif
humap_dataset/train/masks/6d1315ab9ef7_mask.tif,humap_dataset/train/images/6d1315ab9ef7.tif
humap_dataset/train/masks/6b0fd03dfafe_mask.tif,humap_dataset/train/images/6b0fd03dfafe.tif
humap_dataset/train/masks/06b972c417e7_mask.tif,humap_dataset/train/images/06b972c417e7.tif
humap_dataset/train/masks/00ca2f4c8918_mask.tif,humap_dataset/train/images/00ca2f4c8918.tif
humap_dataset/train/masks/274aa4b29a70_mask.tif,humap_dataset/train/images/274aa4b29a70.tif
humap_dataset/train/masks/2f9a34bfa69f_mask.tif,humap_dataset/train/images/2f9a34bfa69f.tif
humap_dataset/train/masks/390e794fe0df_mask.tif,humap_dataset/train/images/390e794fe0df.tif
humap_dataset/train/masks/04eaacfbb9f6_mask.tif,humap_dataset/train/images/04eaacfbb9f6.tif
humap_dataset/train/masks/5ae120f940c0_mask.tif,humap_dataset/train/images/5ae120f940c0.tif
humap_dataset/train/masks/1c10c781495b_mask.tif,humap_dataset/train/images/1c10c781495b.tif
humap_dataset/train/masks/951d7a241936_mask.tif,humap_dataset/train/images/951d7a241936.tif
humap_dataset/train/masks/3088c3e5378e_mask.tif,humap_dataset/train/images/3088c3e5378e.tif
humap_dataset/train/masks/9a7bc8d347c4_mask.tif,humap_dataset/train/images/9a7bc8d347c4.tif
humap_dataset/train/masks/89c406905e08_mask.tif,humap_dataset/train/images/89c406905e08.tif
humap_dataset/train/masks/e2149f3ab975_mask.tif,humap_dataset/train/images/e2149f3ab975.tif
humap_dataset/train/masks/e0ea1978d5dc_mask.tif,humap_dataset/train/images/e0ea1978d5dc.tif
humap_dataset/train/masks/4960cdc6a274_mask.tif,humap_dataset/train/images/4960cdc6a274.tif
humap_dataset/train/masks/ba796d42add5_mask.tif,humap_dataset/train/images/ba796d42add5.tif
humap_dataset/train/masks/d171145b9fb7_mask.tif,humap_dataset/train/images/d171145b9fb7.tif
humap_dataset/train/masks/26abe884958b_mask.tif,humap_dataset/train/images/26abe884958b.tif
humap_dataset/train/masks/bac81a8f8291_mask.tif,humap_dataset/train/images/bac81a8f8291.tif
humap_dataset/train/masks/377d58465c28_mask.tif,humap_dataset/train/images/377d58465c28.tif
humap_dataset/train/masks/d5f4624c23bb_mask.tif,humap_dataset/train/images/d5f4624c23bb.tif
humap_dataset/train/masks/6970d83dee65_mask.tif,humap_dataset/train/images/6970d83dee65.tif
humap_dataset/train/masks/64a7e1b01c32_mask.tif,humap_dataset/train/images/64a7e1b01c32.tif
humap_dataset/train/masks/b36f28986045_mask.tif,humap_dataset/train/images/b36f28986045.tif
humap_dataset/train/masks/0754412b2917_mask.tif,humap_dataset/train/images/0754412b2917.tif
humap_dataset/train/masks/cf5f9ffd9957_mask.tif,humap_dataset/train/images/cf5f9ffd9957.tif
humap_dataset/train/masks/359e48cf2d99_mask.tif,humap_dataset/train/images/359e48cf2d99.tif
humap_dataset/train/masks/be695f1c1f6d_mask.tif,humap_dataset/train/images/be695f1c1f6d.tif
humap_dataset/train/masks/ca57af0413ac_mask.tif,humap_dataset/train/images/ca57af0413ac.tif
humap_dataset/train/masks/cc59866d42be_mask.tif,humap_dataset/train/images/cc59866d42be.tif
humap_dataset/train/masks/2ad1b19b87df_mask.tif,humap_dataset/train/images/2ad1b19b87df.tif
humap_dataset/train/masks/65fcbb5ef4c7_mask.tif,humap_dataset/train/images/65fcbb5ef4c7.tif
humap_dataset/train/masks/eaa096d85a52_mask.tif,humap_dataset/train/images/eaa096d85a52.tif
humap_dataset/train/masks/88614cbaa57c_mask.tif,humap_dataset/train/images/88614cbaa57c.tif
humap_dataset/train/masks/bfffe3b3805d_mask.tif,humap_dataset/train/images/bfffe3b3805d.tif
humap_dataset/train/masks/4a706ac6405a_mask.tif,humap_dataset/train/images/4a706ac6405a.tif
humap_dataset/train/masks/0a1d277fb473_mask.tif,humap_dataset/train/images/0a1d277fb473.tif
humap_dataset/train/masks/4e8848558390_mask.tif,humap_dataset/train/images/4e8848558390.tif
humap_dataset/train/masks/83accb438714_mask.tif,humap_dataset/train/images/83accb438714.tif
humap_dataset/train/masks/588bd0b6ac0c_mask.tif,humap_dataset/train/images/588bd0b6ac0c.tif
humap_dataset/train/masks/097dd2ed6c14_mask.tif,humap_dataset/train/images/097dd2ed6c14.tif
humap_dataset/train/masks/c2731b6c0c17_mask.tif,humap_dataset/train/images/c2731b6c0c17.tif
humap_dataset/train/masks/9b60f092dd52_mask.tif,humap_dataset/train/images/9b60f092dd52.tif
humap_dataset/train/masks/669cc99d41c1_mask.tif,humap_dataset/train/images/669cc99d41c1.tif
humap_dataset/train/masks/fe0a630dce92_mask.tif,humap_dataset/train/images/fe0a630dce92.tif
humap_dataset/train/masks/0b89ab7f9f07_mask.tif,humap_dataset/train/images/0b89ab7f9f07.tif
humap_dataset/train/masks/88c95fb9fb14_mask.tif,humap_dataset/train/images/88c95fb9fb14.tif
humap_dataset/train/masks/9d8e026859d7_mask.tif,humap_dataset/train/images/9d8e026859d7.tif
humap_dataset/train/masks/91c140f6b6bc_mask.tif,humap_dataset/train/images/91c140f6b6bc.tif
humap_dataset/train/masks/76e5b8a1caa1_mask.tif,humap_dataset/train/images/76e5b8a1caa1.tif
humap_dataset/train/masks/6466ef31fe38_mask.tif,humap_dataset/train/images/6466ef31fe38.tif
humap_dataset/train/masks/5a89c7f7ad05_mask.tif,humap_dataset/train/images/5a89c7f7ad05.tif
humap_dataset/train/masks/d70170048f3a_mask.tif,humap_dataset/train/images/d70170048f3a.tif
humap_dataset/train/masks/0596bfb19322_mask.tif,humap_dataset/train/images/0596bfb19322.tif
humap_dataset/train/masks/501398697fc1_mask.tif,humap_dataset/train/images/501398697fc1.tif
humap_dataset/train/masks/2fd7649afbc1_mask.tif,humap_dataset/train/images/2fd7649afbc1.tif
humap_dataset/train/masks/68c4d1b29b13_mask.tif,humap_dataset/train/images/68c4d1b29b13.tif
humap_dataset/train/masks/94f26e581ec3_mask.tif,humap_dataset/train/images/94f26e581ec3.tif
humap_dataset/train/masks/9a4d59b6c3ec_mask.tif,humap_dataset/train/images/9a4d59b6c3ec.tif
humap_dataset/train/masks/0cf58cc68215_mask.tif,humap_dataset/train/images/0cf58cc68215.tif
humap_dataset/train/masks/6932d1e4a62b_mask.tif,humap_dataset/train/images/6932d1e4a62b.tif
humap_dataset/train/masks/defd2cb5fd9b_mask.tif,humap_dataset/train/images/defd2cb5fd9b.tif
humap_dataset/train/masks/30eb9abf4a94_mask.tif,humap_dataset/train/images/30eb9abf4a94.tif
humap_dataset/train/masks/60e20dd6aca9_mask.tif,humap_dataset/train/images/60e20dd6aca9.tif
humap_dataset/train/masks/17339934aa76_mask.tif,humap_dataset/train/images/17339934aa76.tif
humap_dataset/train/masks/e176191e4f83_mask.tif,humap_dataset/train/images/e176191e4f83.tif
humap_dataset/train/masks/3fc432760114_mask.tif,humap_dataset/train/images/3fc432760114.tif
humap_dataset/train/masks/fa7c476fc50c_mask.tif,humap_dataset/train/images/fa7c476fc50c.tif
humap_dataset/train/masks/39b0fb1f8856_mask.tif,humap_dataset/train/images/39b0fb1f8856.tif
humap_dataset/train/masks/cea4c41873cd_mask.tif,humap_dataset/train/images/cea4c41873cd.tif
humap_dataset/train/masks/5566406c59ee_mask.tif,humap_dataset/train/images/5566406c59ee.tif
humap_dataset/train/masks/bc15bd2adbbb_mask.tif,humap_dataset/train/images/bc15bd2adbbb.tif
humap_dataset/train/masks/69dc0b37915e_mask.tif,humap_dataset/train/images/69dc0b37915e.tif
humap_dataset/train/masks/b815cc48bb76_mask.tif,humap_dataset/train/images/b815cc48bb76.tif
humap_dataset/train/masks/59b3bace06f3_mask.tif,humap_dataset/train/images/59b3bace06f3.tif
humap_dataset/train/masks/56e1ccd094f2_mask.tif,humap_dataset/train/images/56e1ccd094f2.tif
humap_dataset/train/masks/1c5c458eac1b_mask.tif,humap_dataset/train/images/1c5c458eac1b.tif
humap_dataset/train/masks/b93077c899a8_mask.tif,humap_dataset/train/images/b93077c899a8.tif
humap_dataset/train/masks/faa3d92cfabf_mask.tif,humap_dataset/train/images/faa3d92cfabf.tif
humap_dataset/train/masks/0b8029db1fb4_mask.tif,humap_dataset/train/images/0b8029db1fb4.tif
humap_dataset/train/masks/d59914131ffa_mask.tif,humap_dataset/train/images/d59914131ffa.tif
humap_dataset/train/masks/1d8aa548c370_mask.tif,humap_dataset/train/images/1d8aa548c370.tif
humap_dataset/train/masks/ff434af74304_mask.tif,humap_dataset/train/images/ff434af74304.tif
humap_dataset/train/masks/025ec20b8b73_mask.tif,humap_dataset/train/images/025ec20b8b73.tif
humap_dataset/train/masks/f69c378f6f4f_mask.tif,humap_dataset/train/images/f69c378f6f4f.tif
humap_dataset/train/masks/dad151b200fe_mask.tif,humap_dataset/train/images/dad151b200fe.tif
humap_dataset/train/masks/e3c41ad419a2_mask.tif,humap_dataset/train/images/e3c41ad419a2.tif
humap_dataset/train/masks/a8dcf7824e9b_mask.tif,humap_dataset/train/images/a8dcf7824e9b.tif
humap_dataset/train/masks/620901cb76b3_mask.tif,humap_dataset/train/images/620901cb76b3.tif
humap_dataset/train/masks/3b1127f5e4d4_mask.tif,humap_dataset/train/images/3b1127f5e4d4.tif
humap_dataset/train/masks/a78ec28fe7b8_mask.tif,humap_dataset/train/images/a78ec28fe7b8.tif
humap_dataset/train/masks/8565f71a4149_mask.tif,humap_dataset/train/images/8565f71a4149.tif
humap_dataset/train/masks/d5854c64aa9d_mask.tif,humap_dataset/train/images/d5854c64aa9d.tif
humap_dataset/train/masks/a7307c527b85_mask.tif,humap_dataset/train/images/a7307c527b85.tif
humap_dataset/train/masks/4bdc0ba604d8_mask.tif,humap_dataset/train/images/4bdc0ba604d8.tif
humap_dataset/train/masks/ec097810e8d8_mask.tif,humap_dataset/train/images/ec097810e8d8.tif
humap_dataset/train/masks/6a576a079947_mask.tif,humap_dataset/train/images/6a576a079947.tif
humap_dataset/train/masks/d16eb475a112_mask.tif,humap_dataset/train/images/d16eb475a112.tif
humap_dataset/train/masks/2a3f4829cc7a_mask.tif,humap_dataset/train/images/2a3f4829cc7a.tif
humap_dataset/train/masks/3ad39977853e_mask.tif,humap_dataset/train/images/3ad39977853e.tif
humap_dataset/train/masks/e5c9a1a4fe3a_mask.tif,humap_dataset/train/images/e5c9a1a4fe3a.tif
humap_dataset/train/masks/2376fd40a260_mask.tif,humap_dataset/train/images/2376fd40a260.tif
humap_dataset/train/masks/6637388750f9_mask.tif,humap_dataset/train/images/6637388750f9.tif
humap_dataset/train/masks/bac629dabbe6_mask.tif,humap_dataset/train/images/bac629dabbe6.tif
humap_dataset/train/masks/9120a510b71a_mask.tif,humap_dataset/train/images/9120a510b71a.tif
humap_dataset/train/masks/6d81f8d6fb26_mask.tif,humap_dataset/train/images/6d81f8d6fb26.tif
humap_dataset/train/masks/d2e1817156f5_mask.tif,humap_dataset/train/images/d2e1817156f5.tif
humap_dataset/train/masks/65500e3e3c73_mask.tif,humap_dataset/train/images/65500e3e3c73.tif
humap_dataset/train/masks/d6bd77533b2b_mask.tif,humap_dataset/train/images/d6bd77533b2b.tif
humap_dataset/train/masks/f45a29109ff5_mask.tif,humap_dataset/train/images/f45a29109ff5.tif
humap_dataset/train/masks/6da91879f30b_mask.tif,humap_dataset/train/images/6da91879f30b.tif
humap_dataset/train/masks/e6d9bd78b840_mask.tif,humap_dataset/train/images/e6d9bd78b840.tif
humap_dataset/train/masks/3a93b29c72f2_mask.tif,humap_dataset/train/images/3a93b29c72f2.tif
humap_dataset/train/masks/5608b200acb6_mask.tif,humap_dataset/train/images/5608b200acb6.tif
humap_dataset/train/masks/f09c874f8ded_mask.tif,humap_dataset/train/images/f09c874f8ded.tif
humap_dataset/train/masks/b1374d055915_mask.tif,humap_dataset/train/images/b1374d055915.tif
humap_dataset/train/masks/84d6716c6ea9_mask.tif,humap_dataset/train/images/84d6716c6ea9.tif
humap_dataset/train/masks/e4321d033f15_mask.tif,humap_dataset/train/images/e4321d033f15.tif
humap_dataset/train/masks/7de21232ab33_mask.tif,humap_dataset/train/images/7de21232ab33.tif
humap_dataset/train/masks/43ba93d8284d_mask.tif,humap_dataset/train/images/43ba93d8284d.tif
humap_dataset/train/masks/c9aa10c8c5f4_mask.tif,humap_dataset/train/images/c9aa10c8c5f4.tif
humap_dataset/train/masks/3fa3016e2bc5_mask.tif,humap_dataset/train/images/3fa3016e2bc5.tif
humap_dataset/train/masks/bac19879fe37_mask.tif,humap_dataset/train/images/bac19879fe37.tif
humap_dataset/train/masks/00f560a6a72b_mask.tif,humap_dataset/train/images/00f560a6a72b.tif
humap_dataset/train/masks/fbd64e93f84d_mask.tif,humap_dataset/train/images/fbd64e93f84d.tif
humap_dataset/train/masks/2feddbc54e20_mask.tif,humap_dataset/train/images/2feddbc54e20.tif
humap_dataset/train/masks/e8a183610034_mask.tif,humap_dataset/train/images/e8a183610034.tif
humap_dataset/train/masks/2d882504c2ea_mask.tif,humap_dataset/train/images/2d882504c2ea.tif
humap_dataset/train/masks/cc5c2d5e980f_mask.tif,humap_dataset/train/images/cc5c2d5e980f.tif
humap_dataset/train/masks/eda294658a0a_mask.tif,humap_dataset/train/images/eda294658a0a.tif
humap_dataset/train/masks/5de1d0bea7fe_mask.tif,humap_dataset/train/images/5de1d0bea7fe.tif
humap_dataset/train/masks/6f6d94a82c86_mask.tif,humap_dataset/train/images/6f6d94a82c86.tif
humap_dataset/train/masks/86361aca5683_mask.tif,humap_dataset/train/images/86361aca5683.tif
humap_dataset/train/masks/f66cf535672b_mask.tif,humap_dataset/train/images/f66cf535672b.tif
humap_dataset/train/masks/3e16b3b411c2_mask.tif,humap_dataset/train/images/3e16b3b411c2.tif
humap_dataset/train/masks/bede7403023b_mask.tif,humap_dataset/train/images/bede7403023b.tif
humap_dataset/train/masks/82f5fd3080a0_mask.tif,humap_dataset/train/images/82f5fd3080a0.tif
humap_dataset/train/masks/9ba29448632b_mask.tif,humap_dataset/train/images/9ba29448632b.tif
humap_dataset/train/masks/d6529e6e8602_mask.tif,humap_dataset/train/images/d6529e6e8602.tif
humap_dataset/train/masks/dccfd5b60684_mask.tif,humap_dataset/train/images/dccfd5b60684.tif
humap_dataset/train/masks/e9c9c5fb7aef_mask.tif,humap_dataset/train/images/e9c9c5fb7aef.tif
humap_dataset/train/masks/a5f11406f0b1_mask.tif,humap_dataset/train/images/a5f11406f0b1.tif
humap_dataset/train/masks/36780dbd27dc_mask.tif,humap_dataset/train/images/36780dbd27dc.tif
humap_dataset/train/masks/a4ccac27ed46_mask.tif,humap_dataset/train/images/a4ccac27ed46.tif
humap_dataset/train/masks/68fad6106167_mask.tif,humap_dataset/train/images/68fad6106167.tif
humap_dataset/train/masks/cbce5b55f5bb_mask.tif,humap_dataset/train/images/cbce5b55f5bb.tif
humap_dataset/train/masks/bf0798d1cbdb_mask.tif,humap_dataset/train/images/bf0798d1cbdb.tif
humap_dataset/train/masks/c96f8a2737a2_mask.tif,humap_dataset/train/images/c96f8a2737a2.tif
humap_dataset/train/masks/3e0679dff9d8_mask.tif,humap_dataset/train/images/3e0679dff9d8.tif
humap_dataset/train/masks/e6e180a81f0e_mask.tif,humap_dataset/train/images/e6e180a81f0e.tif
humap_dataset/train/masks/3cef6d0627a8_mask.tif,humap_dataset/train/images/3cef6d0627a8.tif
humap_dataset/train/masks/10162104cbaf_mask.tif,humap_dataset/train/images/10162104cbaf.tif
humap_dataset/train/masks/41146970649b_mask.tif,humap_dataset/train/images/41146970649b.tif
humap_dataset/train/masks/b3e1b3925d24_mask.tif,humap_dataset/train/images/b3e1b3925d24.tif
humap_dataset/train/masks/5631a47d5b0c_mask.tif,humap_dataset/train/images/5631a47d5b0c.tif
humap_dataset/train/masks/8f6f3e18eda5_mask.tif,humap_dataset/train/images/8f6f3e18eda5.tif
humap_dataset/train/masks/e2c7fe192d5b_mask.tif,humap_dataset/train/images/e2c7fe192d5b.tif
humap_dataset/train/masks/5d0731972927_mask.tif,humap_dataset/train/images/5d0731972927.tif
humap_dataset/train/masks/4136fc8d534c_mask.tif,humap_dataset/train/images/4136fc8d534c.tif
humap_dataset/train/masks/3857131da21c_mask.tif,humap_dataset/train/images/3857131da21c.tif
humap_dataset/train/masks/757706861314_mask.tif,humap_dataset/train/images/757706861314.tif
humap_dataset/train/masks/5c67b0b835d2_mask.tif,humap_dataset/train/images/5c67b0b835d2.tif
humap_dataset/train/masks/67a7395eef7d_mask.tif,humap_dataset/train/images/67a7395eef7d.tif
humap_dataset/train/masks/47c4970bf049_mask.tif,humap_dataset/train/images/47c4970bf049.tif
humap_dataset/train/masks/7aeb05949f93_mask.tif,humap_dataset/train/images/7aeb05949f93.tif
humap_dataset/train/masks/78212f20cd97_mask.tif,humap_dataset/train/images/78212f20cd97.tif
humap_dataset/train/masks/a44370ab145d_mask.tif,humap_dataset/train/images/a44370ab145d.tif
humap_dataset/train/masks/cc5479b520b6_mask.tif,humap_dataset/train/images/cc5479b520b6.tif
humap_dataset/train/masks/cd35c37f47a3_mask.tif,humap_dataset/train/images/cd35c37f47a3.tif
humap_dataset/train/masks/5aae1d92e0af_mask.tif,humap_dataset/train/images/5aae1d92e0af.tif
humap_dataset/train/masks/2daf04a8f13b_mask.tif,humap_dataset/train/images/2daf04a8f13b.tif
humap_dataset/train/masks/6d2c14c1bd44_mask.tif,humap_dataset/train/images/6d2c14c1bd44.tif
humap_dataset/train/masks/ab11b0e13446_mask.tif,humap_dataset/train/images/ab11b0e13446.tif
humap_dataset/train/masks/9e8797fe1a0e_mask.tif,humap_dataset/train/images/9e8797fe1a0e.tif
humap_dataset/train/masks/640e1960386c_mask.tif,humap_dataset/train/images/640e1960386c.tif
humap_dataset/train/masks/8791f15fbc14_mask.tif,humap_dataset/train/images/8791f15fbc14.tif
humap_dataset/train/masks/aec4e90274e1_mask.tif,humap_dataset/train/images/aec4e90274e1.tif
humap_dataset/train/masks/20a930a6b5e8_mask.tif,humap_dataset/train/images/20a930a6b5e8.tif
humap_dataset/train/masks/3c43eee40b44_mask.tif,humap_dataset/train/images/3c43eee40b44.tif
humap_dataset/train/masks/89184912fef8_mask.tif,humap_dataset/train/images/89184912fef8.tif
humap_dataset/train/masks/7f74c3c6dcb7_mask.tif,humap_dataset/train/images/7f74c3c6dcb7.tif
humap_dataset/train/masks/7ec06208a352_mask.tif,humap_dataset/train/images/7ec06208a352.tif
humap_dataset/train/masks/231651227a64_mask.tif,humap_dataset/train/images/231651227a64.tif
humap_dataset/train/masks/327dcb16a7ef_mask.tif,humap_dataset/train/images/327dcb16a7ef.tif
humap_dataset/train/masks/f3e4a8d4c296_mask.tif,humap_dataset/train/images/f3e4a8d4c296.tif
humap_dataset/train/masks/603ee78f2a2f_mask.tif,humap_dataset/train/images/603ee78f2a2f.tif
humap_dataset/train/masks/f00ebb515a6e_mask.tif,humap_dataset/train/images/f00ebb515a6e.tif
humap_dataset/train/masks/31d82ba28004_mask.tif,humap_dataset/train/images/31d82ba28004.tif
humap_dataset/train/masks/1a0d5fc5d2f7_mask.tif,humap_dataset/train/images/1a0d5fc5d2f7.tif
humap_dataset/train/masks/4a4820ef318c_mask.tif,humap_dataset/train/images/4a4820ef318c.tif
humap_dataset/train/masks/cfe02239d1c7_mask.tif,humap_dataset/train/images/cfe02239d1c7.tif
